Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country,23-1023,"Judges, Magistrate Judges, and Magistrates",230,156060,157890,132580,167810
10,8,North Country,23-2011,Paralegals and Legal Assistants,180,54190,51680,42420,60070
10,8,North Country,23-2093,"Title Examiners, Abstractors, and Searchers",,42160,42870,34070,46210
10,8,North Country,25-0000,"Education, Training, and Library Occupations",12190,57910,53090,28550,72600
10,8,North Country,25-1011,"Business Teachers, Postsecondary",150,101940,85290,51700,127060
10,8,North Country,25-1021,"Computer Science Teachers, Postsecondary",20,108140,101140,70950,126740
10,8,North Country,25-1022,"Mathematical Science Teachers, Postsecondary",100,87200,77200,49240,106180
10,8,North Country,25-1032,"Engineering Teachers, Postsecondary",140,111310,101500,69640,132140
10,8,North Country,25-1042,"Biological Science Teachers, Postsecondary",100,98100,90470,56130,119090
10,8,North Country,25-1052,"Chemistry Teachers, Postsecondary",40,91820,80470,58780,108340
10,8,North Country,25-1053,"Environmental Science Teachers, Postsecondary",20,75910,72820,43430,92150
10,8,North Country,25-1054,"Physics Teachers, Postsecondary",30,96320,88050,59880,114540
10,8,North Country,25-1061,"Anthropology and Archeology Teachers, Postsecondary",20,72170,69620,51840,82330
10,8,North Country,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",40,62520,59520,41570,72990
10,8,North Country,25-1066,"Psychology Teachers, Postsecondary",50,76100,74670,55380,86460
10,8,North Country,25-1067,"Sociology Teachers, Postsecondary",20,67270,65550,56470,72670
10,8,North Country,25-1069,"Social Sciences Teachers, Postsecondary, All Other",100,77120,67930,41880,94740
10,8,North Country,25-1071,"Health Specialties Teachers, Postsecondary",140,109560,95980,62860,132900
10,8,North Country,25-1072,"Nursing Instructors and Teachers, Postsecondary",90,77450,76110,48190,92080
10,8,North Country,25-1081,"Education Teachers, Postsecondary",100,64390,60200,37420,77880
10,8,North Country,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40,65830,61430,40650,78420
10,8,North Country,25-1121,"Art, Drama, and Music Teachers, Postsecondary",180,80020,72830,47930,96060
10,8,North Country,25-1123,"English Language and Literature Teachers, Postsecondary",,86280,76620,48600,105120
10,8,North Country,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",40,54040,51160,37190,62470
10,8,North Country,25-1194,"Vocational Education Teachers, Postsecondary",160,59540,57090,44630,66990
10,8,North Country,25-2011,"Preschool Teachers, Except Special Education",150,50800,39530,27900,62240
10,8,North Country,25-2012,"Kindergarten Teachers, Except Special Education",200,70470,66160,46030,82680
10,8,North Country,25-2021,"Elementary School Teachers, Except Special Education",1640,67220,64470,46580,77540
10,8,North Country,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",610,78080,75350,51290,91480
10,8,North Country,25-2023,"Career/Technical  Education Teachers, Middle School",20,72880,68510,59190,79730
10,8,North Country,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1310,68610,67030,48430,78700
10,8,North Country,25-2051,"Special Education Teachers, Preschool",20,80060,88900,49460,95360
10,8,North Country,25-2052,"Special Education Teachers, Kindergarten and Elementary School",270,65470,63080,49060,73670
10,8,North Country,25-2057,"Special Education Teachers, Middle School",100,68960,64760,50240,78320
10,8,North Country,25-2058,"Special Education Teachers, Secondary School",330,68690,66790,49180,78450
10,8,North Country,25-2059,"Special Education Teachers, All Other",,65620,65680,62020,67410
10,8,North Country,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,30,69900,63540,47960,80870
10,8,North Country,25-3021,Self-Enrichment Education Teachers,90,40940,35350,28390,47220
10,8,North Country,25-3031,"Substitute Teachers, Short-Term",1050,31970,29500,26570,34670
10,8,North Country,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",250,60490,62090,34680,73400
10,8,North Country,25-4012,Curators,,49260,41220,29220,59280
10,8,North Country,25-4022,Librarians and Media Collections Specialists,220,57290,58500,36430,67720
10,8,North Country,25-4031,Library Technicians,180,30230,26100,26000,32610
10,8,North Country,25-9031,Instructional Coordinators,250,66540,63460,39190,80220
10,8,North Country,25-9045,"Teaching Assistants, Except Postsecondary",2830,29910,26250,26000,32170
10,8,North Country,25-9099,"Education, Training, and Library Workers, All Other",,68320,67590,57230,73860
10,8,North Country,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",950,52150,42630,29940,63250
10,8,North Country,27-1023,Floral Designers,,30230,27360,26000,32630
10,8,North Country,27-1024,Graphic Designers,80,41650,38850,31750,46600
10,8,North Country,27-1025,Interior Designers,,47290,37760,31380,55240
10,8,North Country,27-1026,Merchandise Displayers and Window Trimmers,50,36450,35630,28030,40660
10,8,North Country,27-2012,Producers and Directors,30,51660,43050,29520,62740
10,8,North Country,27-2022,Coaches and Scouts,190,56410,46010,30020,69610
10,8,North Country,27-2041,Music Directors and Composers,,55020,57880,41390,61840
10,8,North Country,27-3023,"News Analysts, Reporters, and Journalist",50,35510,34730,29390,38560
10,8,North Country,27-3031,Public Relations Specialists,160,66840,62990,36950,81790
10,8,North Country,27-3041,Editors,60,45660,44750,34190,51400
10,8,North Country,27-4011,Audio and Video Equipment Technicians,50,47990,40950,33410,55280
10,8,North Country,27-4012,Broadcast Technicians,,43700,37210,28470,51320
10,8,North Country,29-0000,Healthcare Practitioners and Technical Occupations,11090,86860,69320,42160,109210
10,8,North Country,29-1011,Chiropractors,,80430,71860,57290,92000
10,8,North Country,29-1021,"Dentists, General",40,192550,176220,134460,221590
10,8,North Country,29-1031,Dietitians and Nutritionists,60,64980,64930,48040,73460
10,8,North Country,29-1041,Optometrists,20,119240,111770,92810,132460
10,8,North Country,29-1051,Pharmacists,420,129250,136140,98360,144700
10,8,North Country,29-1071,Physician Assistants,250,136350,133530,107020,151010
10,8,North Country,29-1122,Occupational Therapists,200,71240,71430,48680,82520
10,8,North Country,29-1123,Physical Therapists,290,85060,87370,64300,95430
10,8,North Country,29-1124,Radiation Therapists,30,96620,86610,73160,108350
10,8,North Country,29-1125,Recreational Therapists,,60090,60210,43680,68300
10,8,North Country,29-1126,Respiratory Therapists,100,74460,73520,57550,82910
10,8,North Country,29-1127,Speech-Language Pathologists,190,77630,76040,56160,88360
10,8,North Country,29-1131,Veterinarians,140,112560,106720,84730,126470
10,8,North Country,29-1141,Registered Nurses,3870,74960,74330,56770,84060
10,8,North Country,29-1151,Nurse Anesthetists,50,277770,,,
10,8,North Country,29-1161,Nurse Midwives,,119130,122590,104070,126660
10,8,North Country,29-1171,Nurse Practitioners,340,117640,111240,92180,130370
10,8,North Country,29-1211,Anesthesiologists,,309560,,,
10,8,North Country,29-1215,Family Medicine Physicians,150,194880,192860,96640,244000
10,8,North Country,29-1216,General Internal Medicine Physicians,110,285840,,,
10,8,North Country,29-1218,Obstetricians and Gynecologists,30,290940,,,
10,8,North Country,29-1221,"Pediatricians, General",40,252620,,,
10,8,North Country,29-1223,Psychiatrists,30,273740,,,
10,8,North Country,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",370,296150,,,
10,8,North Country,29-1248,"Surgeons, Except Ophthalmologists",50,302130,,,
10,8,North Country,29-1292,Dental Hygienists,170,70610,68860,58330,76750
10,8,North Country,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",,103190,76560,43820,132870
10,8,North Country,29-2010,Clinical Laboratory Technologists and Technicians,400,64910,64650,40710,77020
10,8,North Country,29-2031,Cardiovascular Technologists and Technicians,100,66130,65550,45540,76430
10,8,North Country,29-2032,Diagnostic Medical Sonographers,90,80780,79380,63930,89200
10,8,North Country,29-2033,Nuclear Medicine Technologists,20,90990,93340,79830,96570
10,8,North Country,29-2034,Radiologic Technologists,290,64240,62450,51540,70590
10,8,North Country,29-2035,Magnetic Resonance Imaging Technologists,40,79110,79200,63740,86800
10,8,North Country,29-2040,Emergency Medical Technicians and Paramedics,500,37400,36630,29990,41110
10,8,North Country,29-2051,Dietetic Technicians,60,42850,42970,31610,48470
10,8,North Country,29-2052,Pharmacy Technicians,410,37750,35150,28990,42140
10,8,North Country,29-2055,Surgical Technologists,110,54200,51730,39710,61450
10,8,North Country,29-2056,Veterinary Technologists and Technicians,260,43320,44970,35320,47330
10,8,North Country,29-2061,Licensed Practical and Licensed Vocational Nurses,1260,43240,42880,35730,46990
10,8,North Country,29-2081,"Opticians, Dispensing",,56700,56950,45950,62080
10,8,North Country,29-2091,Orthotists and Prosthetists,,64690,57970,34080,79990
10,8,North Country,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",280,49000,47510,34620,56190
10,8,North Country,29-9091,Athletic Trainers,20,55340,50200,43030,61490
10,8,North Country,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",40,80450,88090,52940,94200
10,8,North Country,31-0000,Healthcare Support Occupations,8150,35510,32370,28160,39190
10,8,North Country,31-1120,Home Health & Personal Care Aides,4930,33440,30900,27710,36300
10,8,North Country,31-1131,Nursing Assistants,1630,33120,31970,28280,35540
10,8,North Country,31-1132,Orderlies,50,33180,31310,28000,35770
10,8,North Country,31-2011,Occupational Therapy Assistants,50,56010,54460,44020,62010
10,8,North Country,31-2021,Physical Therapist Assistants,130,54210,52450,41520,60550
10,8,North Country,31-2022,Physical Therapist Aides,20,38820,37570,30720,42870
10,8,North Country,31-9091,Dental Assistants,210,38290,38430,30050,42410
10,8,North Country,31-9092,Medical Assistants,120,37800,37660,30070,41660
10,8,North Country,31-9093,Medical Equipment Preparers,60,43840,41850,34910,48310
10,8,North Country,31-9094,Medical Transcriptionists,20,44000,42010,31750,50120
10,8,North Country,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,90,36930,37460,29350,40730
10,8,North Country,31-9097,Phlebotomists,170,36240,34480,29600,39560
10,8,North Country,31-9099,"Healthcare Support Workers, All Other",100,45150,45700,33570,50940
10,8,North Country,33-0000,Protective Service Occupations,7170,67460,67810,44350,79020
10,8,North Country,33-1011,First-Line Supervisors of Correctional Officers,390,89940,90760,73010,98410
10,8,North Country,33-1012,First-Line Supervisors of Police and Detectives,190,98550,92570,74540,110550
10,8,North Country,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,60,73370,74570,57920,81090
10,8,North Country,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",80,67220,64900,51840,74920
10,8,North Country,33-2011,Firefighters,230,49250,53600,32540,57600
10,8,North Country,33-3011,Bailiffs,60,65310,69020,44620,75650
10,8,North Country,33-3012,Correctional Officers and Jailers,3860,68490,69800,54190,75640
10,8,North Country,33-3021,Detectives and Criminal Investigators,370,95220,95370,72740,106460
10,8,North Country,33-3031,Fish and Game Wardens,80,74520,74720,63450,80050
10,8,North Country,33-3051,Police and Sheriff's Patrol Officers,820,73100,69470,51700,83800
10,8,North Country,33-9011,Animal Control Workers,60,40240,38480,33480,43620
10,8,North Country,33-9032,Security Guards,480,42820,40330,30060,49210
10,8,North Country,33-9091,Crossing Guards,60,33300,27920,26450,36730
10,8,North Country,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",130,29430,27010,26120,31080
10,8,North Country,33-9093,Transportation Security Screeners,60,43920,44540,39140,46320
10,8,North Country,33-9098,"School Bus Monitors and Protective Service Workers, All Other",220,32240,29740,26600,35060
10,8,North Country,35-0000,Food Preparation and Serving Related Occupations,11820,31430,28130,26290,34000
10,8,North Country,35-1011,Chefs and Head Cooks,80,58980,60800,43180,66880
10,8,North Country,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,600,42100,39020,29950,48170
10,8,North Country,35-2012,"Cooks, Institution and Cafeteria",430,36730,35490,28450,40870
10,8,North Country,35-2014,"Cooks, Restaurant",1170,30810,29090,26420,33000
10,8,North Country,35-2015,"Cooks, Short Order",250,30410,27670,26440,32390
10,8,North Country,35-2021,Food Preparation Workers,420,29370,27470,26350,30870
10,8,North Country,35-3011,Bartenders,710,30690,26890,26080,32990
10,8,North Country,35-3023,Fast Food and Counter Workers,3950,28880,27840,26650,29990
10,8,North Country,35-3031,Waiters and Waitresses,2180,33920,27850,26000,37890
10,8,North Country,35-3041,"Food Servers, Nonrestaurant",360,30400,27350,26230,32490
10,8,North Country,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,28600,26230,26000,29950
10,8,North Country,35-9021,Dishwashers,500,28040,26450,26140,29000
10,8,North Country,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",230,29880,29050,26590,31530
10,8,North Country,37-0000,Building and Grounds Cleaning and Maintenance Occupations,4020,33630,31530,26900,37000
10,8,North Country,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,170,48360,44630,35300,54890
10,8,North Country,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",60,47420,46780,36400,52930
10,8,North Country,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2390,32530,30890,26700,35450
10,8,North Country,37-2012,Maids and Housekeeping Cleaners,560,29960,28350,26230,31820
10,8,North Country,37-2021,Pest Control Workers,20,35520,32920,28450,39060
10,8,North Country,37-3011,Landscaping and Groundskeeping Workers,750,34730,33380,27750,38220
10,8,North Country,37-3013,Tree Trimmers and Pruners,,45100,43050,39340,47980
10,8,North Country,37-3019,"Grounds Maintenance Workers, All Other",,34600,31740,29870,36960
10,8,North Country,39-0000,Personal Care and Service Occupations,2830,33790,27790,26230,37570
10,8,North Country,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",330,44800,41240,32150,51120
10,8,North Country,39-2021,Nonfarm Animal Caretakers,150,30170,27150,26250,32130
10,8,North Country,39-3091,Amusement and Recreation Attendants,150,29390,26790,26190,31000
10,8,North Country,39-4021,Funeral Attendants,80,30390,26310,26020,32570
10,8,North Country,39-4031,"Morticians, Undertakers, and Funeral Directors",40,58060,47360,37680,68240
10,8,North Country,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",,30510,27080,26580,32470
10,8,North Country,39-6012,Concierges,20,38570,31340,26660,44520
10,8,North Country,39-7010,Tour and Travel Guides,,32380,27130,26420,35360
10,8,North Country,39-9011,Childcare Workers,650,28680,26710,26060,29980
10,8,North Country,39-9031,Fitness Trainers and Aerobics Instructors,170,42460,36930,26300,50540
10,8,North Country,39-9032,Recreation Workers,520,33260,27540,26460,36660
10,8,North Country,39-9041,Residential Advisors,210,36590,34760,26410,41680
10,8,North Country,41-0000,Sales and Related Occupations,12020,37400,30170,26940,42630
10,8,North Country,41-1011,First-Line Supervisors of Retail Sales Workers,1200,45110,41020,31830,51750
10,8,North Country,41-1012,First-Line Supervisors of Non-Retail Sales Workers,130,74080,65630,46990,87620
10,8,North Country,41-2011,Cashiers,3700,28090,27120,26780,28740
10,8,North Country,41-2021,Counter and Rental Clerks,250,35260,33500,27790,39000
10,8,North Country,41-2022,Parts Salespersons,380,37580,34900,29040,41850
10,8,North Country,41-2031,Retail Salespersons,4380,32270,29130,26860,34970
10,8,North Country,41-3011,Advertising Sales Agents,90,75060,40200,28180,98500
10,8,North Country,41-3021,Insurance Sales Agents,200,50910,40620,34150,59290
10,8,North Country,41-3041,Travel Agents,,32680,29620,27350,35340
10,8,North Country,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",360,54210,42430,35100,63760
10,8,North Country,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",30,132430,90210,60570,168360
10,8,North Country,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",710,62470,56110,36420,75490
10,8,North Country,41-9011,Demonstrators and Product Promoters,,32390,32020,28610,34280
10,8,North Country,41-9022,Real Estate Sales Agents,,54250,50300,39670,61530
10,8,North Country,41-9041,Telemarketers,,40030,38010,31310,44390
10,8,North Country,41-9099,"Sales and Related Workers, All Other",30,32390,30450,28810,34180
10,8,North Country,43-0000,Office and Administrative Support Occupations,17960,40990,38630,28480,47250
10,8,North Country,43-1011,First-Line Supervisors of Office and Administrative Support Workers,1210,59670,57610,41600,68710
10,8,North Country,43-2011,"Switchboard Operators, Including Answering Service",30,32450,29960,26000,35690
10,8,North Country,43-3011,Bill and Account Collectors,80,40650,39650,30870,45530
10,8,North Country,43-3021,Billing and Posting Clerks,420,42890,40190,32020,48330
10,8,North Country,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1750,41020,39870,30780,46140
10,8,North Country,43-3051,Payroll and Timekeeping Clerks,130,47780,47210,38770,52280
10,8,North Country,43-3061,Procurement Clerks,80,45110,46480,35660,49830
10,8,North Country,43-3071,Tellers,660,32460,31900,28140,34620
10,8,North Country,43-3099,"Financial Clerks, All Other",50,46650,43560,35610,52170
10,8,North Country,43-4031,"Court, Municipal, and License Clerks",240,43710,42370,30680,50230
10,8,North Country,43-4041,"Credit Authorizers, Checkers, and Clerks",30,60450,65830,37300,72030
10,8,North Country,43-4051,Customer Service Representatives,1800,34360,31790,27490,37800
10,8,North Country,43-4071,File Clerks,60,33890,32880,26180,37740
10,8,North Country,43-4081,"Hotel, Motel, and Resort Desk Clerks",250,32650,29900,26500,35730
10,8,North Country,43-4111,"Interviewers, Except Eligibility and Loan",240,39230,38620,29980,43860
10,8,North Country,43-4121,"Library Assistants, Clerical",190,34790,31170,26000,39240
10,8,North Country,43-4131,Loan Interviewers and Clerks,80,38490,37130,31450,42010
10,8,North Country,43-4141,New Accounts Clerks,,36690,33700,29500,40280
10,8,North Country,43-4151,Order Clerks,30,37340,36620,29120,41460
10,8,North Country,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",140,44050,42250,34970,48590
10,8,North Country,43-4171,Receptionists and Information Clerks,1510,34650,33550,28190,37870
10,8,North Country,43-4199,"Information and Record Clerks, All Other",210,39140,35090,29540,43930
10,8,North Country,43-5011,Cargo and Freight Agents,230,41940,39270,29510,48160
10,8,North Country,43-5021,Couriers and Messengers,60,29280,26950,26190,30820
10,8,North Country,43-5031,"Police, Fire, and Ambulance Dispatchers",140,46830,46680,36020,52230
10,8,North Country,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",160,42890,42820,33360,47660
10,8,North Country,43-5051,Postal Service Clerks,250,51210,50430,39570,57030
10,8,North Country,43-5052,Postal Service Mail Carriers,450,52710,49700,39260,59430
10,8,North Country,43-5061,"Production, Planning, and Expediting Clerks",430,44710,43210,32380,50870
10,8,North Country,43-5071,"Shipping, Receiving, and Traffic Clerks",610,39850,40210,28260,45650
10,8,North Country,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,44090,45860,29110,51590
10,8,North Country,43-6011,Executive Secretaries and Executive Administrative Assistants,410,65490,63900,48460,74000
10,8,North Country,43-6012,Legal Secretaries,60,56030,58240,35050,66520
10,8,North Country,43-6013,Medical Secretaries,80,40340,39300,33630,43700
10,8,North Country,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2290,40860,39920,29920,46340
10,8,North Country,43-9021,Data Entry Keyers,120,34930,33000,27580,38610
10,8,North Country,43-9022,Word Processors and Typists,470,37800,37190,29510,41940
10,8,North Country,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",180,35410,35220,26600,39820
10,8,North Country,43-9061,"Office Clerks, General",2330,35420,33870,26790,39740
10,8,North Country,43-9071,"Office Machine Operators, Except Computer",50,36740,35160,27210,41500
10,8,North Country,43-9081,Proofreaders and Copy Markers,40,27340,26070,26000,28060
10,8,North Country,43-9199,"Office and Administrative Support Workers, All Other",30,48210,47210,38280,53180
10,8,North Country,45-0000,"Farming, Fishing, and Forestry Occupations",290,45220,43950,31350,52150
10,8,North Country,45-2011,Agricultural Inspectors,,68130,71900,51910,76240
10,8,North Country,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",30,30820,30520,28600,31930
10,8,North Country,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",20,38510,38090,26750,44390
10,8,North Country,45-4022,Logging Equipment Operators,190,45530,45040,33230,51690
10,8,North Country,47-0000,Construction and Extraction Occupations,6550,54610,50030,36470,63680
10,8,North Country,47-1011,Supervisors of Construction and Extraction Workers,510,68230,64140,50210,77240
10,8,North Country,47-2021,Brickmasons and Blockmasons,40,63630,60640,44510,73190
10,8,North Country,47-2031,Carpenters,1280,55960,49850,38600,64640
10,8,North Country,47-2041,Carpet Installers,,52800,56150,29550,64430
10,8,North Country,47-2044,Tile and Marble Setters,30,50130,49260,37050,56670
10,8,North Country,47-2051,Cement Masons and Concrete Finishers,30,52770,50640,31090,63620
10,8,North Country,47-2061,Construction Laborers,950,47840,45310,31150,56190
10,8,North Country,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",20,52670,47190,32640,62690
10,8,North Country,47-2073,Operating Engineers and Other Construction Equipment Operators,490,63060,57110,42170,73500
10,8,North Country,47-2081,Drywall and Ceiling Tile Installers,20,36400,35350,29230,39990
10,8,North Country,47-2111,Electricians,730,62000,64840,43960,71030
10,8,North Country,47-2141,"Painters, Construction and Maintenance",120,45940,45400,29220,54300
10,8,North Country,47-2152,"Plumbers, Pipefitters, and Steamfitters",220,65000,62480,46990,74010
10,8,North Country,47-2181,Roofers,100,59980,51910,38060,70940
10,8,North Country,47-2211,Sheet Metal Workers,110,81100,62480,50520,96380
10,8,North Country,47-2221,Structural Iron and Steel Workers,,117850,122920,109570,121990
10,8,North Country,47-3012,Helpers--Carpenters,30,33060,34650,26340,36430
10,8,North Country,47-4011,Construction and Building Inspectors,200,56370,56400,40970,64070
10,8,North Country,47-4051,Highway Maintenance Workers,1260,43160,43760,35310,47080
10,8,North Country,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,37830,37840,34620,39430
10,8,North Country,47-4090,Miscellaneous Construction and Related Workers,20,46660,46030,36830,51580
10,8,North Country,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",70,57860,45230,33680,69950
10,8,North Country,49-0000,"Installation, Maintenance, and Repair Occupations",6490,48870,45700,32830,56900
10,8,North Country,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",580,71420,67910,47380,83450
10,8,North Country,49-2011,"Computer, Automated Teller, and Office Machine Repairers",60,51960,48980,37410,59230
10,8,North Country,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",170,55640,54730,40040,63450
10,8,North Country,49-2098,Security and Fire Alarm Systems Installers,,60320,59360,49250,65850
10,8,North Country,49-3021,Automotive Body and Related Repairers,100,43080,38310,30470,49390
10,8,North Country,49-3022,Automotive Glass Installers and Repairers,50,35890,33380,29790,38940
10,8,North Country,49-3023,Automotive Service Technicians and Mechanics,1010,37920,36600,28020,42870
10,8,North Country,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,310,48250,47150,33890,55430
10,8,North Country,49-3041,Farm Equipment Mechanics and Service Technicians,40,42430,40630,29610,48840
10,8,North Country,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",120,48100,48800,39790,52250
10,8,North Country,49-3051,Motorboat Mechanics and Service Technicians,70,38640,37860,30620,42650
10,8,North Country,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,60,37190,33480,29010,41280
10,8,North Country,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",60,74460,77760,52630,85380
10,8,North Country,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",250,51680,49270,38740,58150
10,8,North Country,49-9031,Home Appliance Repairers,,41090,43760,29460,46910
10,8,North Country,49-9041,Industrial Machinery Mechanics,370,52430,50930,37740,59780
10,8,North Country,49-9043,"Maintenance Workers, Machinery",140,50960,51030,41490,55690
10,8,North Country,49-9044,Millwrights,50,65190,60710,49010,73280
10,8,North Country,49-9051,Electrical Power-Line Installers and Repairers,,71260,70820,51420,81180
10,8,North Country,49-9052,Telecommunications Line Installers and Repairers,210,48470,46770,37310,54050
10,8,North Country,49-9062,Medical Equipment Repairers,,54020,39410,29550,66250
10,8,North Country,49-9069,"Precision Instrument and Equipment Repairers, All Other",20,62600,61160,51030,68380
10,8,North Country,49-9071,"Maintenance and Repair Workers, General",2030,42260,41490,31580,47600
10,8,North Country,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",,37930,32490,29440,42170
10,8,North Country,49-9094,Locksmiths and Safe Repairers,,51820,54260,43210,56130
10,8,North Country,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",50,38980,36580,28920,44000
10,8,North Country,49-9099,"Installation, Maintenance, and Repair Workers, All Other",80,49160,52130,34350,56570
10,8,North Country,51-0000,Production Occupations,6530,43660,41900,29660,50650
10,8,North Country,51-1011,First-Line Supervisors of Production and Operating Workers,630,65930,63040,42600,77600
10,8,North Country,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",70,42680,39520,30230,48900
10,8,North Country,51-2041,Structural Metal Fabricators and Fitters,90,44630,44710,34520,49690
10,8,North Country,51-2051,Fiberglass Laminators and Fabricators,20,43530,43770,35160,47710
10,8,North Country,51-2090,Miscellaneous Assemblers and Fabricators,1050,36440,34820,28580,40380
10,8,North Country,51-3011,Bakers,60,31690,26860,26000,34580
10,8,North Country,51-3021,Butchers and Meat Cutters,100,37570,38240,26140,43280
10,8,North Country,51-3092,Food Batchmakers,110,44380,45040,31300,50920
10,8,North Country,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",60,38140,39140,28630,42900
10,8,North Country,51-4041,Machinists,110,46870,45850,34920,52850
10,8,North Country,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",220,31670,30730,27990,33510
10,8,North Country,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50,45240,46200,33860,50930
10,8,North Country,51-4111,Tool and Die Makers,,53400,54920,36290,61960
10,8,North Country,51-4121,"Welders, Cutters, Solderers, and Brazers",240,47060,46370,37930,51630
10,8,North Country,51-5112,Printing Press Operators,160,39040,38610,27300,44910
10,8,North Country,51-6011,Laundry and Dry-Cleaning Workers,140,30900,29420,26300,33190
10,8,North Country,51-6031,Sewing Machine Operators,70,33580,32310,29620,35560
10,8,North Country,51-7011,Cabinetmakers and Bench Carpenters,40,38990,37290,28230,44370
10,8,North Country,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",20,37490,37370,30390,41040
10,8,North Country,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,38490,38540,32240,41610
10,8,North Country,51-8013,Power Plant Operators,100,66420,55240,42890,78180
10,8,North Country,51-8021,Stationary Engineers and Boiler Operators,140,57370,57300,47260,62430
10,8,North Country,51-8031,Water and Wastewater Treatment Plant and System Operators,240,48470,49290,35800,54810
10,8,North Country,51-9011,Chemical Equipment Operators and Tenders,40,47740,47720,32220,55500
10,8,North Country,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",70,47950,46570,38840,52500
10,8,North Country,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",70,43310,44480,34940,47500
10,8,North Country,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",60,45520,46190,33980,51290
10,8,North Country,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",60,45780,46390,37860,49740
10,8,North Country,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",50,44350,45640,31570,50750
10,8,North Country,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",60,46470,47490,39460,49980
10,8,North Country,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",360,41860,41270,28730,48430
10,8,North Country,51-9081,Dental Laboratory Technicians,20,43540,41070,31400,49610
10,8,North Country,51-9082,Medical Appliance Technicians,,45250,41100,35690,50040
